pdb,cluster,chains
6CBO,4151,A
1UUQ,13968,A
6CBG,398,A
6CC6,493,A
6CBU,4549,A
1V6C,14270,A
1V6D,4,AB
6CC4,27729,A
6CC2,43316,A
6CBN,4151,A
1V6H,8343,A
1V5E,2883,A
1V5F,2883,A
1V3W,6436,A
1UR3,5720,A
1UR8,1377,A
1V2W,4,A
1UR9,1377,A
1V2X,26664,A
1UR0,6049,A
1V2O,4,A
1V2P,4,A
1V2Q,4,A
1V33,15193,A
1V2R,4,A
1V40,970,A
1UR4,6049,A
1V2S,4,A
1V2T,4,A
1V2U,4,A
1V3H,1369,A
1URI,361,A
1V3I,1369,A
1URA,957,A
1V3B,3536,A
1URB,957,A
1UQW,2702,A
1V2V,4,A
1V37,2020,A
1USF,8651,A
1US1,2195,A
1V41,407,A
1V3Q,407,A
1URR,4549,A
1US3,21798,A
1US4,14180,A
1US5,14180,A
1V45,407,A
1USH,4772,A
1V4H,2990,A
1V4I,2990,A
1V4J,2990,A
1V4K,2990,A
1USL,1479,A
1USO,18365,A
6CA3,3785,A
6CA4,1938,A
1V4B,1564,A
6CA1,3785,A
1USC,8651,A
1V4E,2990,A
6CNW,2,A
6CO7,3139,A
6CNY,3972,A
1W05,823,A
1W13,4,A
1W1D,10688,A
1VPH,5192,A
1W1H,10688,A
1W1A,8910,A
1VPB,31950,A
1W03,823,A
1VNS,4354,A
1W04,823,A
6CZU,51,A
6CZS,1907,A
1W11,4,A
1W06,823,A
6CZP,1956,AGH
6CZX,1549,A
6CZY,1549,A
6CZV,51,A
1W0D,425,A
1W0I,384,A
6CYQ,61,AGH
6CZ3,5,A
1VMI,3995,A
1VP2,8987,A
1W0P,7984,A
6CZL,21898,A
1W2L,25182,A
1W21,401,A
1W1Q,1765,A
1VPQ,13358,A
1W23,1549,A
1W1R,1765,A
1VPS,685,A
1W1S,1765,A
1W2F,7318,A
1W2G,2222,A
1W2H,2222,A
1W2A,2693,A
1W10,4,A
1W2C,7318,A
1W2D,7318,A
1VP4,3232,A
1W14,4,A
1VP8,21649,A
1W18,12357,A
1W0Z,4,A
1VOK,1602,A
1W0M,8188,AGH
1W0N,18811,A
1VMJ,5192,A
6CZJ,9380,A
6D81,8100,A
1VKJ,5497,A
1VLY,21194,A
6CYI,82,A
1VKP,3286,A
6CWK,2,A
1VL7,31586,A
1VKH,39092,A
1VKI,39113,A
6D8W,758,A
6CX8,2118,A
6D8X,109,A
6D96,401,AGH
6CYK,61,A
1VKK,7812,A
6D8V,40826,A
1VKM,5832,A
6CXB,29799,A
1VLG,1550,AGH
1VL8,13,A
1VKW,39226,A
1VKZ,2841,A
6D9F,34210,A
6CXD,14218,A
1VM9,1741,A
1VMF,5192,A
6CZK,1907,A
6D9M,14533,A
6D9R,1725,A
1VLP,7461,A
6CY1,651,A
1VLR,5416,A
6D9Q,1725,A
6D9N,4614,A
6CXO,6300,A
1VM6,18386,A
1VLV,325,A
1VM8,3039,A
1VME,11251,A
6D9Y,13,A
6CY7,2991,A
6CY5,651,A
6CY6,7471,A
6CYC,146,A
1VMB,34498,A
6CYD,146,A
6CYA,3528,A
6CYB,146,A
1VMD,16777,A
1W1P,1377,A
1W1O,1765,A
1W20,401,A
1W53,29826,A
6DC2,1144,A
1W6G,404,A
1W4X,1173,A
1W59,6211,A
6DA9,814,A
6DA6,814,A
6DA7,814,A
6DAB,479,A
1VSO,395,A
1W55,22388,A
6DBE,2,A
1W4T,12869,A
6DAJ,479,A
1W5O,1122,A
6DAR,333,A
6DB2,1287,A
6DB0,51,A
6DAL,479,A
1W3Y,2594,A
1VRZ,40558,A
1W3N,2587,A
6DBS,9763,A
1W6L,1869,A
1VQ0,19673,A
6DCS,43477,A
1W79,2321,A
1W7K,2902,A
6DCH,4833,A
1W7Q,15784,A
6DCG,47,A
6DD5,34221,A
1W7C,2195,A
6DD3,1118,A
6DCR,11022,A
6DD4,2108,A
6DD1,600,A
1W5S,20533,A
6DD0,600,A
1W5Z,404,A
6DAY,563,A
6DAV,417,A
6DAW,1287,A
6DAU,2118,A
6DBC,51,A
1W5P,1122,A
6DBD,2,A
6DBB,154,A
1W3O,6074,A
1W3P,6074,A
1W3Q,6074,A
1W3I,2587,A
1W33,5277,A
1VQS,8186,A
1W34,645,A
1VR5,4254,A
1VQT,8004,A
1W2T,18293,A
1W35,645,A
1W3F,12820,A
1W3G,12820,A
1W3H,292,A
1W3K,1285,A
1W3R,6074,A
1W3L,1285,A
1W3A,12820,A
1W1T,1377,A
1W1V,1377,A
1VPV,10841,A
1W1X,401,A
1W1Y,1377,A
1VPL,24978,A
1VPM,21290,A
1W32,292,A
1W2P,292,A
1W2Z,15645,A
1VQZ,3317,A
1W3T,2587,A
1W3U,1549,A
1VSG,8470,A
1VSH,2193,A
1VSI,2193,A
1VSJ,2193,A
1W4L,67,A
1W4N,404,A
6DA2,479,A
1VSD,2193,A
1VSE,2193,A
1VSF,2193,A
1VQU,829,A
1W2U,1290,A
1VR7,13675,A
1W2V,292,A
1W37,2587,A
1VQV,25969,A
1VQW,11848,A
1VR8,37655,A
1VQY,8186,AGH
6D9E,1997,A
6D82,8100,A
6CNX,2108,A
6D1G,180,A
6CQU,67,A
6CQV,67,A
6CRD,486,AGH
6CRE,518,A
6D3B,486,A
6D1J,180,A
6D1K,180,A
6D1H,180,A
6D1I,180,A
6D1F,180,A
6D1D,180,A
6CQX,67,A
6CPD,26787,A
6D1E,180,A
1VE0,5192,A
6D23,8464,A
6CPS,460,A
6D1P,14910,A
1VDC,871,A
6D1N,4673,A
6D1L,9,A
6D1M,9,A
6D39,41,A
6D2X,33838,A
6CPZ,427,A
6CQT,67,A
1VG3,2990,A
6D4A,4926,A
6CSB,351,A
1VFX,265,A
1VEI,5493,A
6D2L,710,A
1VEL,5493,A
6D2G,1997,A
6CQH,2108,A
6D2S,35874,A
6D33,7598,A
6D38,41,A
6CR0,4299,A
6CQP,651,A
6D31,8498,A
1VEY,936,A
1VEZ,936,A
6D2Y,33875,A
6CQY,67,A
6CQZ,67,A
6D2W,36400,A
6CQW,67,A
6D1Z,5,A
6D27,203,A
6D7N,310,A
1VCT,10294,A
6COX,482,A
6D16,61,A
6D17,61,A
6CP4,334,A
6D0S,15531,A
6D15,61,A
6D1B,180,A
6CPB,17482,A
6D1C,180,A
6D1A,180,A
1VCU,2839,A
6D18,61,A
1VD6,2802,A
6CNH,86,A
1VBG,3352,A
6CNI,6875,A
1VBH,3352,A
6CNG,2392,A
1VBI,3276,A
6CNE,427,A
1VBM,3686,A
6D19,61,A
1VCF,9048,A
6D1W,16657,C
1VE7,3610,A
6CPW,47,A
6D25,1915,A
6D26,203,A
6D2C,20369,A
6CQC,8078,A
1VDR,12033,A
6CQA,161,A
1VE4,3815,A
1VE6,3610,A
1VDV,1273,A
1VDW,2598,A
1VCD,9086,A
1VCG,9048,A
6COI,893,A
6COG,893,A
6COH,893,A
6COE,893,A
6COF,893,A
6COC,893,A
6COD,893,A
1VCN,1189,A
6D0P,9707,A
6D4E,218,A
1VFR,13601,A
6CRW,48,A
1VJ9,4,A
1VJ5,455,A
6D6W,4673,A
6CV7,13961,A
6CUV,308,A
6CUQ,30097,A
1VJA,4,A
1VJD,807,A
6D7H,61,A
6D7F,4673,A
1VIX,15191,A
1VIY,2948,A
6CUM,25865,A
6CVC,81,A
1VHL,2948,A
6D60,2338,A
1VHN,6221,A
1VHO,1986,A
6D5K,2965,A
1VHQ,14829,A
1VI2,1012,A
6CTH,509,A
1VI3,11469,A
1VIP,155,A
6CV0,31601,A
6D3W,14361,A
6CVW,318,A
1VK1,6612,A
6CW0,24971,A
6D7M,310,A
1VK5,13720,A
6D7J,14910,A
6CVX,318,A
1VJF,16223,A
6CVY,318,A
6D87,8100,A
6CW8,504,A
1VJI,305,A
6CWC,3865,A
6CW5,1233,A
6D85,8100,A
6CVU,1439,A
6D86,8100,A
1VKD,5261,A
1VKF,28135,A
6D8I,21988,A
6CWI,3865,A
6CWJ,2264,A
6D8J,21988,A
1VHR,8424,A
6CU6,12,A
6CU3,3612,A
6CRG,954,A
6CSP,504,A
6CSW,2108,A
6D4W,2197,A
6D58,218,A
6CTE,427,A
1VH7,1078,A
6D5C,292,A
1VGZ,1299,A
6D3K,14601,A
6CRF,954,A
6D3U,20369,A
1VHH,1612,A
6D41,4673,A
6CS1,48,A
6D3Q,424,A
6D3N,4752,A
6CS0,48,A
6CRZ,48,A
6D49,4926,A
6CRX,48,A
6D3V,14361,A
6CRV,48,A
6D4R,2197,A
6CT3,1078,A
6CSR,504,A
6D4Q,2197,A
6D61,2338,A
6D62,2338,A
1VIA,20496,A
6D69,8659,A
6D5X,2965,A
1VHT,2948,A
1VI9,6930,A
6CUD,2265,A
6D4M,218,A
6D4N,218,A
1VGM,2023,A
6D4I,218,A
1VGO,170,A
6D4U,2197,A
6D57,20191,A
6D4V,2197,A
6CSS,504,A
6D4S,2197,A
6CT5,2485,A
6D4T,2197,A
1VGF,9598,A
6BVQ,2338,A
6BVR,2338,A
6C80,1765,A
7A3S,498,A
7A5A,11376,A
7A5E,265,A
7A40,265,A
7A3L,1820,A
7A3X,278,A
7A49,86,A
7A3V,278,A
7A3W,18790,A
7A45,68,A
7A3R,498,A
7A44,68,A
7A57,22620,A
7A4A,34326,A
7A4B,86,A
7A4C,86,A
7A2O,228,A
7A30,228,A
7A2P,228,A
7A2M,228,A
7A38,228,A
7A39,228,A
7A2U,228,A
7A5C,2210,A
7A4V,1631,A
7A2T,228,A
7A66,21203,A
7A7K,41,A
7A7H,109,A
7A63,874,A
7A61,61,A
7A5Q,2210,A
7A62,708,A
7A5X,3484,A
7A5W,61,A
7A5T,61,A
7A6D,278,A
7A56,22620,A
7A6K,243,A
7A6I,243,A
7A6J,243,A
7A6G,13572,A
7A52,86,A
7A4N,48,A
7A4K,278,A
7A4X,278,A
7A59,11376,A
7A4U,1631,A
7A34,228,A
7A35,228,A
2SAR,1293,A
7A13,1530,A
7A0M,23652,A
7A0K,31290,AGH
7A0J,29575,A
7A0H,39805,A
7A16,1530,A
7A14,1530,A
7A0T,19531,A
7A15,1530,A
7A0Q,19531,A
7A12,1530,A
7A11,2219,A
7A2F,1772,A
7A0P,1229,A
7A1E,2219,A
7A1B,86,A
7A06,2021,A
7A03,4483,A
7A04,2021,A
7A0C,1387,A
7A0A,3913,A
7A0B,278,A
2SAK,6065,A
7A2A,243,A
7A2H,86,A
7A32,228,A
7A1M,886,A
7A2Q,228,A
7A3A,228,A
7A3H,1285,A
7A3F,1820,A
7A3G,1820,A
7A3D,228,A
7A3E,228,A
7A3B,228,A
7A3C,228,A
7A1L,886,A
7A1J,886,A
7A1Y,12,A
7A1K,886,A
7A1H,1415,A
7A1V,2034,A
7A28,1772,A
7A1W,12,A
7A1T,577,A
7A1R,26143,A
7A21,396,A
7A22,86,A
7A1Z,86,A
7A6V,9,A
7A6Z,61,A
7A71,61,A
7ABO,814,A
7ACI,4623,A
7ACG,4861,A
7AD1,48,A
7ACP,518,A
7ACO,7990,A
7AD5,16332,A
7AAZ,5,A
7AB9,146,A
7ABE,146,A
7ABD,146,A
7ABJ,146,A
7ACA,12,A
7AC6,1042,AB
7ABV,10694,A
7AAG,146,A
7AAD,513,A
7AAE,275,A
7AAB,513,A
7AAC,513,A
7AAA,513,A
7AAJ,4237,A
7AAK,4237,A
7ABY,1252,A
7ADS,10084,A
7A6P,4817,A
7AF1,3561,A
7AGP,2651,A
7AGQ,2651,A
7AGZ,6427,A
7AGV,16993,AGH
7AFS,3561,A
7AG1,10423,A
7AFZ,874,A
7AFU,3561,A
7AFV,6,A
7AF2,4688,A
7AE6,10008,A
7AEN,157,A
7AEL,297,A
7AEZ,180,A
7AEY,4688,A
7ADG,279,A
7ADF,518,A
7ADQ,518,A
7ADN,278,A
7AE8,10008,A
7ADX,518,A
7AAI,275,A
7AB7,1252,A
2STD,5357,A
2SKD,211,A
7A9I,19839,A
7A85,41,A
7A86,41,A
7A7R,41,A
7A83,41,A
7A7P,41,A
7A7Q,41,A
7A7V,41,A
7A88,41,A
2SKC,211,A
2SKE,211,A
7AAW,871,A
7A8C,41,A
7A8J,41,A
7A8G,41,A
7A8H,41,A
7A6S,2536,A
7A74,61,A
7A6T,2536,A
7A72,61,A
7A6Q,154,A
7A70,7,A
7A9K,118,A
7A9J,19839,A
7A9M,118,A
7A9A,18493,AGH
7AB6,1252,A
7AAQ,14837,A
2ST1,118,A
7AA2,5149,A
2SPT,533,A
2SPL,68,A
2SPM,68,A
2SPN,68,A
2SPO,68,A
7A9V,146,A
7A9U,51,A
7A9Y,105,A
7A8V,2722,A
7A8S,2796,A
7A8Q,146,A
7A8O,41,A
7A99,11292,A
7A9F,118,A
7A9G,5049,A
7A9E,278,A
7A9B,43354,A
2SBA,316,A
2RTA,231,A
7AGR,2651,A
2RAH,246,A
2RC8,468,A
2RBW,239,A
2RBX,239,A
2RBY,239,A
2RBZ,239,A
2RAJ,6899,A
2RAN,655,A
2RB0,52,A
2RB1,52,A
2RB2,52,A
2RAZ,52,A
2RC7,468,A
2RB3,3979,A
2RAS,29783,A
2RB4,4175,A
2RAU,40016,A
2RB7,29865,A
2RAY,52,A
2RAA,32818,A
2RA4,2073,A
2RA9,34435,A
2QZI,33848,A
2RBV,239,A
2RC6,645,A
2QZY,693,A
2RBO,52,A
2RCH,4449,A
2RCK,8635,A
2RDA,222,A
2RDC,26699,A
2RCT,105,A
2RD9,30092,A
2RCX,247,A
2RCY,3557,A
2RBM,169,A
2RBN,52,A
2RC0,239,A
2RC5,645,A
2RBP,52,A
2RBQ,52,A
2RBR,52,A
2RBC,24253,A
2RBG,26853,A
2RCA,468,A
2RCB,468,A
2RCC,7086,A
2RBS,52,A
2RBT,239,A
2QZC,31981,A
2QZR,278,A
2RTB,231,A
2QX8,684,A
2R8F,3528,A
2QWG,486,A
2QWH,486,A
2QW9,317,A
2QX2,12684,A
2R8R,31454,A
2QX3,9215,A
2R96,2003,A
2R97,2003,A
2R8W,37027,A
2QWI,486,A
2QWE,486,A
2QWJ,486,A
2QWK,486,A
2QWL,317,A
2QWM,317,A
2R8N,15,A
2R8O,816,A
2R8P,816,A
2R91,2587,A
2QVB,360,A
2R7B,307,A
2QWF,486,A
2QWD,486,A
2QYC,23876,A
2QWZ,43444,A
2QYH,5772,A
2QYJ,296,A
2QXZ,9215,A
2QYT,33892,A
2QYU,12540,A
2QZ7,33746,A
2QYV,16105,A
2R9C,2412,A
2R9F,2412,A
2QWC,486,A
2R9S,47,A
2R9W,247,A
2R9X,247,A
2QXY,229,A
2R9J,374,A
2QY1,9215,A
2QY2,14108,A
2QWA,486,A
2QWB,486,A
2R8B,35108,A
2RCF,14979,A
2RCQ,105,A
2RCM,4449,A
2RJ0,327,A
2RKE,693,A
2RKF,15,A
2RKG,15,A
2RKC,6715,A
2RJ3,597,A
2RIT,327,A
2RJ5,327,A
2RIX,327,A
2RIJ,33884,A
2RIL,36527,A
2RJ1,327,A
2RJO,41129,A
2RIP,338,A
2RIQ,13758,A
2RJC,2053,A
2RJG,808,A
2RJH,808,A
2RIZ,327,A
2RI2,2053,A
2RI5,2053,A
2RHU,2053,A
2RI7,7363,AB
2RJQ,31431,A
2RJZ,25199,A
2RCL,4449,A
2ROX,167,A
2RTC,231,A
2RTM,231,A
2RTE,231,A
2RTF,231,A
2RTG,231,A
2RTH,231,A
2RTK,231,A
2RTL,231,A
2RSL,13113,A
2RQZ,1330,A
2RNS,101,A
2RLD,24611,A
2RMP,302,AB
2RL7,3934,A
2RL8,3934,A
2RL9,3934,A
2RL1,872,A
2RL2,872,A
2RL3,212,A
2RKS,169,A
2RLB,3934,A
2RLC,2390,A
2RI8,2198,A
2RI9,2198,A
2RHX,2053,A
2RDF,169,A
2REK,14831,A
2RFB,81,A
2RFF,33660,A
2RF7,2569,A
2RF8,2390,A
2REZ,6005,A
2RDM,43924,A
2RDP,37942,A
2RE3,26793,A
2RDT,458,A
2RDH,2526,A
2RHJ,804,A
2RDI,336,A
2RDL,4,ACD
2RED,14173,A
2REE,20683,A
2RDU,458,A
2RE7,33611,A
2RDW,458,A
2RDX,2312,AGH
2RE9,6215,A
2RDZ,2569,A
2RF6,8449,A
2RF5,346,A
2RF0,41291,A
2REN,302,A
2RHM,33842,A
2RHP,19283,A
2RIH,19006,A
2RGP,243,A
2RH1,203,A
2RGQ,33738,A
2RGS,218,A
2RGU,338,A
2RGW,325,A
2RGH,12810,A
2RGK,10733,A
2RGL,209,A
2RGM,209,A
2RH0,36083,A
2RHA,16705,A
2RHF,40324,A
2RHH,804,A
2RG2,2390,A
2RG3,4,A
2RFL,30366,AGH
2RFM,32135,A
7AH3,5,A
7AH6,708,A
6BVP,2338,A
7AYR,1820,A
7AYS,4,A
7AYQ,1820,A
7AYX,81,A
7AYY,1231,A
2TNF,1020,A
7AZE,556,ACD
7AZN,19644,A
7AY6,146,A
7AZ8,556,ACD
7B9U,368,A
7B9W,2240,A
7AY9,86,A
2TMD,5370,A
7AYB,11066,A
2TMK,4187,A
7AYA,86,A
7AYN,677,A
7B8U,368,A
7B94,321,A
7AZ6,556,AB
7AYV,1139,A
7B8O,368,A
6C39,3219,A
6BQP,2091,A
6BQQ,2091,A
6C2Q,9711,A
1UEG,10627,A
6C2N,318,A
1UEH,883,A
6C2O,318,A
6C30,15214,A
6BQZ,2361,A
6C2Z,9711,A
6BQY,2361,A
7AZW,5094,A
6C2W,5528,A
6BRE,7,A
1UET,1127,A
6C3C,3043,A
1UF5,3838,A
6C3D,3043,A
1UEU,1127,A
6C3A,3043,A
6C3B,3043,A
1UF9,2948,A
7B8N,368,A
7AX0,7270,A
7AWG,67,A
7B8B,20724,A
7AVY,5,A
7B7W,368,A
7B7X,368,A
7B89,368,A
7AW6,1,A
7B86,368,A
7B87,368,A
7AWD,109,A
7B8D,368,A
7B8E,67,A
7B8C,368,A
7AVM,1907,A
7AWC,109,A
7B8A,368,A
7B8L,368,A
7B8M,368,A
7B8J,368,A
7B8K,368,A
7AWH,67,A
7B8H,86,A
7AWI,67,A
7B8I,86,A
7B7Y,368,A
7B7R,321,A
7B8Z,368,A
7AXE,1110,A
7AX9,1110,A
7B8X,368,A
7B99,368,A
7AWY,7270,A
7B8Y,368,A
7AX7,8075,A
7AWV,40824,A
7AX8,1110,A
7B8W,4177,A
7B98,368,A
7AXC,1110,A
7AVQ,1568,A
7B9D,368,A
7AXB,1110,A
7B9N,368,A
7AXK,1110,A
7B9L,321,A
7B9I,368,A
7B9J,7,A
7B9H,146,A
7AW4,5,A
7B84,368,A
6C2R,273,A
6C36,10558,A
6BR6,401,A
6C67,2441,A
6BVC,15378,A
6BVD,466,A
6BTO,2634,A
1UI0,16483,A
6BTN,2634,A
6BTL,300,A
6BTW,2108,A
6BU6,2108,A
1UHG,297,A
6BU7,300,A
6BTQ,2634,A
6C7A,61,A
6BU2,34760,A
6BU3,61,A
1UIB,7,A
6BTZ,2279,A
1UI9,2981,A
6C6B,3861,A
6BUB,20785,A
6C4N,6595,A
6BSN,7887,A
6BSL,2634,A
1UIY,372,A
6BV4,694,A
6C2T,273,A
1UKC,43660,A
6C7N,1456,A
6C7L,11814,A
6C7Z,105,A
6C89,180,A
6C86,925,A
6C87,4480,A
6C7S,1342,A
1UJM,11733,A
6BVS,2338,A
6BWC,3924,A
6BWK,3304,A
6BV3,694,A
6BWI,25805,A
6BV1,694,A
1UIN,4938,A
6BV2,694,A
6C6N,14832,A
6BV0,694,A
6C79,61,A
6BUY,694,A
1UIH,7,A
6C76,11814,A
6BSK,58,A
6C4K,1621,A
6BS9,27467,A
6BS6,10276,A
6BRU,2108,A
6C3U,1576,A
6BS0,933,A
1UFJ,68,A
6C3Y,4953,A
6C3Z,4953,A
6BRW,933,A
6C49,1873,A
6C3X,4953,A
6C4G,19009,A
6BSV,12813,A
1UG6,209,A
1UFV,2388,A
1UG9,16612,A
6C4A,2054,AGH
6BQL,2091,A
6C2M,318,A
6BQJ,318,A
6C2H,9711,A
6C2I,90,A
6BR5,401,A
1UFP,68,A
6BRI,6201,A
6BRL,1854,A
6C3M,4953,A
6BSW,12813,A
6C4T,7070,A
6BT5,2122,A
6BSR,1461,A
6C4R,7070,A
6BSS,933,A
6BT4,24529,A
1UGI,3224,AGH
6C4P,9711,A
6C51,6532,A
6C4Q,28797,A
6BSQ,1461,A
6C52,6532,A
6BT2,10035,A
6BSZ,2122,A
6BSX,2092,A
6C59,13488,A
6BSY,6018,A
6C5C,3574,A
6BTD,2113,A
7B8F,368,A
7B8G,368,A
7AGU,2651,A
7B01,30850,A
7B0O,11080,A
7B0Z,863,A
7B19,290,A
7B0V,863,A
7AP7,7,A
7APF,5,A
7B1D,7870,A
7B1A,290,A
7ANI,4007,A
7ANT,81,A
7B08,904,A
7B10,2449,A
7ANU,39445,A
7ANV,1900,A
7B0D,1512,A
7B0E,12133,A
7AOB,245,A
7AMK,25572,A
7AN1,1288,A
7AMZ,67,A
7AN7,4786,A
7AN8,4786,A
7AOO,16867,A
7AON,1415,A
7AN6,4786,A
7AQ8,1569,A
7AQ7,1569,A
7AQ4,1569,A
7AQ5,1569,A
7AQ3,1569,A
7AQ0,1569,A
7AQ1,10646,A
7B21,23713,A
7APP,1391,A
7B1Z,15740,A
7B28,15078,AGH
7B2G,7789,A
7B0Q,11080,A
7AQB,60,A
7B2A,15078,A
7B0M,1512,A
7AOJ,16867,A
7AOK,1415,A
7B0T,2449,A
7B0R,11080,A
7AP1,1329,A
7B0P,11080,A
7AP2,1229,A
7AMU,41,A
7ANA,1288,A
7B73,5881,A
7AHF,227,A
7AJZ,11703,AC
7AIA,7789,A
7AIN,2146,A
7AIO,2146,A
7AIW,67,A
7AIU,67,A
7AIS,67,A
7AIP,2146,A
7AIQ,2146,A
7AJ9,11703,A
7AHB,14986,A
7AJR,3233,A
7AHN,76,A
7AHK,944,A
7AHS,43672,A
7AHQ,76,A
7AHR,4786,A
7AGJ,1319,A
7AGI,3561,A
7AKA,86,A
7AK2,86,A
7ANB,1288,A
7AKG,6499,A
7ALJ,25895,A
7ALG,1036,A
7ALF,1036,A
7AM3,118,A
7AM1,32243,A
7ALK,22102,A
7AM9,809,A
7AM4,118,A
7ALT,4253,A
7AMC,14564,A
7AL1,20962,A
7AJS,86,A
7AKQ,1865,A
7AKM,463,A
7AL5,16021,A
7AL6,16021,A
7AKR,2282,A
7AL4,8448,A
7AJO,11703,A
7AJN,51,A
7AJX,11703,A
7APV,3561,A
7AQ6,1569,A
7APG,5,A
7AUC,16800,A
7ATM,582,A
7ATL,11781,A
7ATW,582,A
2THI,15417,A
7AU9,582,A
7ATV,86,A
7B5V,5761,A
7AU7,17119,A
7B67,3923,A
7B6B,5761,A
7AUA,20162,A
7ATO,582,A
7B6J,2240,A
7AUH,582,A
7B6F,573,A
7AUG,1444,A
7B4Q,675,A
7ASQ,809,A
7B50,368,A
7ASJ,9,A
7AT9,86,A
7B4X,368,A
7AU1,582,A
7B62,4011,A
7APL,278,A
7AUV,47,A
7AV4,2127,A
7AV1,615,A
7B6P,2240,A
7AV2,615,A
7B6N,2240,A
7AV0,615,A
7AUL,3691,A
7B6M,2240,A
7AUZ,615,A
7AV9,1754,A
7AV5,675,A
7AU2,20162,A
7B75,11560,A
2TIO,4,A
7AVC,9303,A
7B7A,20724,A
7AVG,7,A
7B7H,2898,A
7AVH,35114,A
7AVE,7,A
7AVF,7,A
7ATQ,675,A
7ASV,3502,A
7AT5,86,A
7B53,2240,A
7B2S,18046,A
7AQH,6374,AGH
7B2V,368,A
7B37,368,A
7AQV,1275,A
7B38,67,A
7B36,5,A
7AQU,1275,A
7B2R,8952,A
7B33,5,A
7B34,5,A
7AQP,394,A
7ASZ,22292,A
7B2Z,368,A
7B2Y,368,A
7ARG,368,A
7B3G,368,A
7B3H,368,A
7B3E,27,A
7B3F,368,A
7B3A,26601,A
7APM,278,A
7APN,1391,A
7AQL,1,A
7B2N,559,AGH
7B4C,314,A
7ASB,3099,A
7ATI,3099,A
7B5J,8909,A
7ATF,675,A
7ATD,675,A
7B3P,368,A
7ARP,22292,A
7B3M,321,A
7B3N,36365,A
7B3I,368,A
7ARW,2282,A
7B48,314,A
7B3W,5,A
7B3X,368,A
7AS6,10626,A
7B3U,212,A
7B3S,212,A
7B44,5,A
7B45,368,A
7B3T,5,A
7B3Q,5,A
7B4B,314,A
1W78,2902,A
1W76,67,A
5FSS,251,A
5FSK,451,A
5FSL,451,A
5G4Z,19760,A
5G4W,1240,A
5G4X,15346,A
5FSX,8539,A
5FT6,821,A
5FSV,8539,A
5G57,1772,A
5G4S,899,A
5FT4,821,A
5FSN,451,A
5FT5,821,A
5G55,271,A
5FRI,396,A
5FRD,29959,A
5FRE,20071,A
5G3P,7622,A
5G3O,7622,A
1Y5M,935,A
6FAP,4171,A
6FAQ,5625,A
5G4N,314,A
5G4M,314,A
6FAO,3787,A
5G65,441,A
5FTQ,792,A
5G5N,14219,A
5G5O,14219,A
5G60,8273,A
5G69,441,A
5G5Y,8273,A
5G5V,1772,A
5G67,441,A
5FTW,24790,A
5G68,441,A
5G66,441,A
5FSM,451,A
5G6C,441,A
5G6D,441,A
5FUD,3146,A
5G6A,441,A
5FUB,3612,A
5G6B,441,A
5G4I,17863,A
5G4E,1240,A
5FT2,9138,A
5FSO,451,A
6FAN,34446,A
1Y5A,4,A
5G5E,876,A
1Y1P,11733,A
1Y1R,597,A
1XQ4,18085,A
1Y1S,597,A
1Y25,3157,A
1Y1T,597,A
1Y1X,43143,A
1Y1J,1511,A
1XPL,1914,A
1XPM,1914,A
1Y1O,8413,A
1Y21,4708,A
1XRB,477,A
1Y1Q,597,A
1Y2C,146,A
1Y2D,146,A
1XQE,1774,A
1Y2E,146,A
1XQF,1774,A
1XQI,42331,A
1Y2B,146,A
1XOQ,146,A
1XP3,19777,A
1XRC,477,A
1XRA,477,A
1Y5B,4,A
1XSK,8386,A
6FAM,1165,A
6FAJ,477,A
6FAK,275,A
1XRV,375,A
1Y44,10508,A
1XSI,8386,A
1Y4I,376,A
1Y4J,1511,A
1XSJ,8386,A
1Y4K,1414,A
6FA0,7,A
1XRK,8098,A
1Y2U,2216,A
1Y2W,2216,A
1Y38,155,A
1Y2X,2216,A
1Y2K,146,A
1Y30,9056,A
1XR2,1806,A
1XRF,6103,A
1Y3I,11638,A
1XRI,17691,A
5G5S,21077,A
5FTD,1893,A
1W75,67,A
5FYF,20519,A
5FY5,889,A
5FXU,4864,A
5FXS,5,A
5FY4,889,A
5FY1,1839,A
5FXP,1697,A
5FXZ,1839,A
5FXX,1839,A
5FY9,889,A
5FYH,110,A
5FYC,110,A
5FXW,1839,A
5FYD,21735,A
5FYB,889,A
5FWN,1535,A
5FWU,6563,A
5FWV,6563,A
5FWS,6563,A
5FX5,3555,A
5FWT,6563,A
5FWQ,615,A
5FX2,1303,A
5FY8,110,A
5FY7,1839,A
5FXD,1697,A
5FYY,889,A
5FYU,889,A
5FZ6,889,A
5FYV,889,A
5FZ7,889,A
5FYS,889,A
5FZ4,889,A
5FYT,889,A
5FZ3,889,A
5FYR,12195,A
5FZA,889,A
5FYZ,889,A
5FXV,1839,A
5FZH,889,A
5FZI,889,A
5FZF,889,A
5FZG,889,A
5FZD,889,A
5FZE,889,A
5FZB,889,A
5FZC,889,A
5FY0,1839,A
5FXL,4,A
5FXF,1697,A
5FXE,1697,A
5FTG,2021,A
5G6P,441,A
5G6E,441,A
5G6F,441,A
5FUS,10892,A
5FV5,20266,A
5FUT,2021,A
5FUQ,2374,A
5G6Q,441,A
5FV3,889,A
5G6O,441,A
5FUP,889,A
5G6M,441,A
5G6H,441,A
5FUN,889,A
5FUY,3089,A
5FUW,3089,A
5FV9,2521,A
5FUX,3089,A
